word;log(rank);log(freq)
perplexities;3.485437481076301;0.47712125471966244
perceiving;3.485579476984679;0.47712125471966244
per;3.48572142648158;0.47712125471966244
patient;3.4858633295973345;0.47712125471966244
passes;3.486005186362242;0.47712125471966244
partridge;3.4861469968065726;0.47712125471966244
parcels;3.486288760960566;0.47712125471966244
papers;3.486430478854434;0.47712125471966244
palpably;3.4865721505183562;0.47712125471966244
pages;3.4867137759824853;0.47712125471966244
page;3.4868553552769432;0.47712125471966244
owing;3.4869968884318228;0.47712125471966244
owes;3.4871383754771865;0.47712125471966244
overlook;3.4872798164430687;0.47712125471966244
overhearing;3.4874212113594742;0.47712125471966244
ostensible;3.4875625602563782;0.47712125471966244
openness;3.4877038631637265;0.47712125471966244
offices;3.4878451201114355;0.47712125471966244
offend;3.4879863311293935;0.47712125471966244
odious;3.4881274962474587;0.47712125471966244
oddest;3.48826861549546;0.47712125471966244
occurrence;3.488409688903198;0.47712125471966244
occasional;3.4885507165004443;0.47712125471966244
obscurity;3.4886916983169405;0.47712125471966244
oblige;3.4888326343824003;0.47712125471966244
nursery;3.488973524726508;0.47712125471966244
nursed;3.4891143693789193;0.47712125471966244
numerous;3.4892551683692603;0.47712125471966244
noticing;3.4893959217271293;0.47712125471966244
neglecting;3.4895366294820955;0.47712125471966244
neglected;3.4896772916636984;0.47712125471966244
needless;3.4898179083014504;0.47712125471966244
naming;3.4899584794248346;0.47712125471966244
mutually;3.4900990050633047;0.47712125471966244
mutton;3.4902394852462875;0.47712125471966244
musing;3.490379920003179;0.47712125471966244
morning's;3.490520309363349;0.47712125471966244
monarch;3.490660653356137;0.47712125471966244
modest;3.490800952010855;0.47712125471966244
missing;3.490941205356787;0.47712125471966244
miserably;3.491081413423187;0.47712125471966244
minded;3.491221576239283;0.47712125471966244
mercy;3.4913616938342726;0.47712125471966244
marking;3.4915017662373264;0.47712125471966244
marked;3.4916417934775863;0.47712125471966244
luxurious;3.491781775584166;0.47712125471966244
luckiest;3.491921712586151;0.47712125471966244
lovers;3.492061604512599;0.47712125471966244
loveliness;3.49220145139254;0.47712125471966244
loudly;3.4923412532549745;0.47712125471966244
louder;3.4924810101288766;0.47712125471966244
longest;3.492620722043192;0.47712125471966244
loin;3.4927603890268375;0.47712125471966244
local;3.4929000111087034;0.47712125471966244
littleness;3.4930395883176515;0.47712125471966244
list;3.493179120682515;0.47712125471966244
lesson;3.4933186082321015;0.47712125471966244
lawyer;3.4934580509951885;0.47712125471966244
law's;3.493597449000527;0.47712125471966244
lasted;3.49373680227684;0.47712125471966244
kitty;3.4938761108528227;0.47712125471966244
kings;3.4940153747571436;0.47712125471966244
kindest;3.494154594018443;0.47712125471966244
july;3.4942937686653326;0.47712125471966244
judicious;3.494432898726399;0.47712125471966244
joyous;3.4945719842301988;0.47712125471966244
joyful;3.494711025205263;0.47712125471966244
job;3.494850021680094;0.47712125471966244
jealous;3.494988973683168;0.47712125471966244
ix;3.4951278812429334;0.47712125471966244
iv;3.4952667443878105;0.47712125471966244
irritated;3.495405563146193;0.47712125471966244
internet;3.4955443375464483;0.47712125471966244
interfere;3.4956830676169153;0.47712125471966244
intent;3.495821753385906;0.47712125471966244
instances;3.4959603948817053;0.47712125471966244
injury;3.496098992132571;0.47712125471966244
injunction;3.496237545166735;0.47712125471966244
inimitable;3.496376054012401;0.47712125471966244
ingratitude;3.496514518697745;0.47712125471966244
infinite;3.496652939250918;0.47712125471966244
infection;3.4967913157000425;0.47712125471966244
indisposed;3.496929648073215;0.47712125471966244
indispensable;3.497067936398505;0.47712125471966244
indicate;3.4972061807039547;0.47712125471966244
inconvenient;3.49734438101758;0.47712125471966244
inch;3.4974825373673704;0.47712125471966244
imprudence;3.497620649781288;0.47712125471966244
impropriety;3.497758718287268;0.47712125471966244
impressed;3.49789674291322;0.47712125471966244
illnesses;3.498034723687027;0.47712125471966244
husband's;3.498172660636544;0.47712125471966244
hungry;3.4983105537896004;0.47712125471966244
hung;3.4984484031739997;0.47712125471966244
humourist;3.498586208817518;0.47712125471966244
humanity;3.4987239707479048;0.47712125471966244
hughes;3.498861688992884;0.47712125471966244
hospitality;3.498999363580153;0.47712125471966244
honestly;3.4991369945373827;0.47712125471966244
homes;3.4992745818922173;0.47712125471966244
hither;3.499412125672275;0.47712125471966244
hit;3.499549625905149;0.47712125471966244
hesitatingly;3.499687082618404;0.47712125471966244
hereafter;3.49982449583958;0.47712125471966244
helped;3.49996186559619;0.47712125471966244
heir;3.500099191915723;0.47712125471966244
heated;3.500236474825639;0.47712125471966244
healthy;3.500373714353374;0.47712125471966244
headed;3.5005109105263372;0.47712125471966244
hazle;3.500648063371912;0.47712125471966244
hart;3.500785172917456;0.47712125471966244
hardship;3.5009222391903005;0.47712125471966244
hanging;3.5010592622177517;0.47712125471966244
handsomest;3.501196242027089;0.47712125471966244
guilt;3.501333178645566;0.47712125471966244
guarded;3.501470072100412;0.47712125471966244
grieve;3.5016069224188295;0.47712125471966244
gratify;3.5017437296279943;0.47712125471966244
grant;3.5018804937550585;0.47712125471966244
grandpapa;3.5020172148271476;0.47712125471966244
grandeur;3.5021538928713607;0.47712125471966244
gracious;3.5022905279147727;0.47712125471966244
gladly;3.5024271199844326;0.47712125471966244
genuine;3.502563669107363;0.47712125471966244
gentleness;3.502700175310563;0.47712125471966244
gaze;3.502836638621003;0.47712125471966244
game;3.5029730590656314;0.47712125471966244
furnished;3.503109436671369;0.47712125471966244
fuller;3.503245771465113;0.47712125471966244
frozen;3.5033820634737327;0.47712125471966244
friendliness;3.5035183127240748;0.47712125471966244
friday;3.5036545192429593;0.47712125471966244
freshness;3.503790683057181;0.47712125471966244
freedom;3.5039268041935103;0.47712125471966244
foundation;3.5040628826786917;0.47712125471966244
formidable;3.504198918539445;0.47712125471966244
forlorn;3.5043349118024643;0.47712125471966244
forgot;3.504470862494419;0.47712125471966244
foresee;3.5046067706419537;0.47712125471966244
foresaw;3.504742636271688;0.47712125471966244
forbid;3.504878459410216;0.47712125471966244
footpath;3.505014240084107;0.47712125471966244
footing;3.505149978319906;0.47712125471966244
fool;3.5052856741441323;0.47712125471966244
food;3.505421327583281;0.47712125471966244
fly;3.5055569386638217;0.47712125471966244
finger;3.5056925074122;0.47712125471966244
feelingly;3.5058280338548364;0.47712125471966244
favourably;3.505963518018126;0.47712125471966244
fashioned;3.5060989599284405;0.47712125471966244
fanciful;3.506234359612126;0.47712125471966244
famous;3.506369717095504;0.47712125471966244
familiar;3.506505032404872;0.47712125471966244
false;3.5066403055665023;0.47712125471966244
fairy;3.5067755366066433;0.47712125471966244
faces;3.506910725551518;0.47712125471966244
explanations;3.5070458724273257;0.47712125471966244
explained;3.5071809772602407;0.47712125471966244
expediency;3.5073160400764136;0.47712125471966244
excused;3.50745106090197;0.47712125471966244
excluded;3.5075860397630105;0.47712125471966244
exclamation;3.5077209766856137;0.47712125471966244
excite;3.507855871695831;0.47712125471966244
excessive;3.5079907248196913;0.47712125471966244
everywhere;3.5081255360831993;0.47712125471966244
events;3.5082603055123345;0.47712125471966244
etc;3.508395033133053;0.47712125471966244
estimation;3.5085297189712867;0.47712125471966244
estimate;3.508664363052943;0.47712125471966244
esteemed;3.508798965403905;0.47712125471966244
esteem;3.5089335260500327;0.47712125471966244
essential;3.5090680450171616;0.47712125471966244
equivalent;3.509202522331103;0.47712125471966244
entitled;3.509336958017644;0.47712125471966244
entertained;3.5094713521025485;0.47712125471966244
enjoyments;3.5096057046115563;0.47712125471966244
energy;3.509740015570382;0.47712125471966244
ending;3.5098742850047193;0.47712125471966244
endeavouring;3.5100085129402347;0.47712125471966244
encumbrance;3.5101426994025733;0.47712125471966244
emotion;3.510276844417355;0.47712125471966244
elevation;3.510410948010177;0.47712125471966244
elegantly;3.510545010206612;0.47712125471966244
elegancies;3.51067903103221;0.47712125471966244
electronically;3.510813010512496;0.47712125471966244
egg;3.5109469486729727;0.47712125471966244
efforts;3.5110808455391185;0.47712125471966244
effectually;3.511214701136388;0.47712125471966244
educated;3.511348515490213;0.47712125471966244
eaten;3.5114822886260013;0.47712125471966244
easier;3.5116160205691376;0.47712125471966244
earnestness;3.511749711344983;0.47712125471966244
duties;3.5118833609788744;0.47712125471966244
dulness;3.5120169694961265;0.47712125471966244
drove;3.5121505369220305;0.47712125471966244
drink;3.5122840632818537;0.47712125471966244
draws;3.51241754860084;0.47712125471966244
draper;3.512550992904211;0.47712125471966244
doubly;3.5126843962171637;0.47712125471966244
donkey;3.512817758564873;0.47712125471966244
divisions;3.5129510799724906;0.47712125471966244
division;3.513084360465144;0.47712125471966244
disturb;3.513217600067939;0.47712125471966244
distinguished;3.513350798805957;0.47712125471966244
dissuade;3.513483956704257;0.47712125471966244
displays;3.513617073787875;0.47712125471966244
displayed;3.5137501500818233;0.47712125471966244
display;3.5138831856110926;0.47712125471966244
disorder;3.5140161804006493;0.47712125471966244
disgraced;3.514149134475437;0.47712125471966244
discreet;3.514282047860378;0.47712125471966244
disclosure;3.514414920580369;0.47712125471966244
discerned;3.514547752660286;0.47712125471966244
discern;3.5146805441249818;0.47712125471966244
disappoint;3.514813294999285;0.47712125471966244
disappearance;3.5149460053080044;0.47712125471966244
disagreement;3.5150786750759226;0.47712125471966244
device;3.515211304327802;0.47712125471966244
detected;3.5153438930883807;0.47712125471966244
detail;3.515476441382376;0.47712125471966244
desperate;3.51560894923448;0.47712125471966244
deplorable;3.515741416669365;0.47712125471966244
dependent;3.515873843711679;0.47712125471966244
departure;3.5160062303860475;0.47712125471966244
dentist;3.5161385767170743;0.47712125471966244
denote;3.5162708827293403;0.47712125471966244
demure;3.516403148447403;0.47712125471966244
delusion;3.5165353738957994;0.47712125471966244
delayed;3.516667559099043;0.47712125471966244
degrading;3.5167997040816243;0.47712125471966244
defects;3.5169318088680126;0.47712125471966244
declares;3.5170638734826545;0.47712125471966244
deceive;3.5171958979499744;0.47712125471966244
dealing;3.5173278822943734;0.47712125471966244
darted;3.5174598265402324;0.47712125471966244
dancer;3.517591730711908;0.47712125471966244
custom;3.5177235948337358;0.47712125471966244
curious;3.517855418930029;0.47712125471966244
cured;3.5179872030250783;0.47712125471966244
cromer;3.518118947143153;0.47712125471966244
create;3.5182506513085;0.47712125471966244
coxcomb;3.518382315545344;0.47712125471966244
cow;3.5185139398778875;0.47712125471966244
covered;3.5186455243303114;0.47712125471966244
courtship;3.518777068926775;0.47712125471966244
counteract;3.518908573691414;0.47712125471966244
cotton;3.5190400386483445;0.47712125471966244
correspondent;3.519171463821659;0.47712125471966244
copies;3.519302849235429;0.47712125471966244
copied;3.519434194913703;0.47712125471966244
convincing;3.519565500880509;0.47712125471966244
conversable;3.519696767159853;0.47712125471966244
conundrum;3.519827993775719;0.47712125471966244
contradiction;3.5199591807520685;0.47712125471966244
contemptible;3.5200903281128424;0.47712125471966244
contain;3.52022143588196;0.47712125471966244
constancy;3.520352504083318;0.47712125471966244
considerate;3.520483532740792;0.47712125471966244
confirmation;3.520614521878236;0.47712125471966244
confident;3.5207454715194824;0.47712125471966244
conceived;3.5208763816883417;0.47712125471966244
computer;3.521007252408604;0.47712125471966244
comprehending;3.5211380837040362;0.47712125471966244
complying;3.5212688755983854;0.47712125471966244
completed;3.521399628115376;0.47712125471966244
complacency;3.521530341278711;0.47712125471966244
competent;3.5216610151120733;0.47712125471966244
communicative;3.5217916496391233;0.47712125471966244
communicate;3.5219222448835006;0.47712125471966244
commonplace;3.5220528008688223;0.47712125471966244
comforted;3.5221833176186865;0.47712125471966244
colours;3.522313795156667;0.47712125471966244
collect;3.5224442335063197;0.47712125471966244
coarse;3.522574632691177;0.47712125471966244
cleverer;3.52270499273475;0.47712125471966244
clearer;3.52283531366053;0.47712125471966244
choose;3.5229655954919865;0.47712125471966244
child's;3.523095838252568;0.47712125471966244
chief;3.523226041965701;0.47712125471966244
checking;3.5233562066547925;0.47712125471966244
checked;3.5234863323432277;0.47712125471966244
changing;3.523616419054371;0.47712125471966244
ceremonious;3.5237464668115646;0.47712125471966244
centre;3.523876475638131;0.47712125471966244
cast;3.5240064455573727;0.47712125471966244
caring;3.5241363765925686;0.47712125471966244
careless;3.524266268766979;0.47712125471966244
carefully;3.524396122103842;0.47712125471966244
captain;3.5245259366263757;0.47712125471966244
caprice;3.5246557123577773;0.47712125471966244
capital;3.5247854493212225;0.47712125471966244
calmly;3.524915147539867;0.47712125471966244
calculate;3.525044807036845;0.47712125471966244
burn;3.5251744278352715;0.47712125471966244
built;3.525304009958239;0.47712125471966244
broken;3.52543355342882;0.47712125471966244
broke;3.525563058270067;0.47712125471966244
breathe;3.525692524505011;0.47712125471966244
breath;3.5258219521566625;0.47712125471966244
breaking;3.5259513412480126;0.47712125471966244
bread;3.5260806918020298;0.47712125471966244
bowed;3.526210003841664;0.47712125471966244
bottom;3.526339277389844;0.47712125471966244
bonnet;3.5264685124694775;0.47712125471966244
bond;3.526597709103452;0.47712125471966244
blow;3.5267268673146357;0.47712125471966244
blockhead;3.5268559871258747;0.47712125471966244
blameless;3.5269850685599957;0.47712125471966244
bitter;3.527114111639805;0.47712125471966244
bilious;3.5272431163880884;0.47712125471966244
bickerton;3.527372082827612;0.47712125471966244
bewildered;3.52750101098112;0.47712125471966244
bestowed;3.5276299008713385;0.47712125471966244
beneath;3.5277587525209717;0.47712125471966244
bell;3.527887565952705;0.47712125471966244
believing;3.5280163411892014;0.47712125471966244
beings;3.5281450782531065;0.47712125471966244
behold;3.5282737771670436;0.47712125471966244
behaving;3.5284024379536176;0.47712125471966244
behave;3.5285310606354114;0.47712125471966244
begins;3.5286596452349897;0.47712125471966244
beautifully;3.5287881917748964;0.47712125471966244
beauties;3.5289167002776547;0.47712125471966244
beat;3.529045170765769;0.47712125471966244
bearing;3.529173603261723;0.47712125471966244
ballroom;3.5293019977879805;0.47712125471966244
backgammon;3.529430354366986;0.47712125471966244
averting;3.529558673021163;0.47712125471966244
author;3.5296869537729165;0.47712125471966244
austen;3.5298151966446305;0.47712125471966244
attitude;3.5299434016586693;0.47712125471966244
attentively;3.530071568837378;0.47712125471966244
association;3.530199698203082;0.47712125471966244
associate;3.5303277897780863;0.47712125471966244
assisting;3.5304558435846762;0.47712125471966244
assent;3.530583859645118;0.47712125471966244
asparagus;3.530711837981657;0.47712125471966244
asks;3.5308397786165204;0.47712125471966244
ascertain;3.530967681571915;0.47712125471966244
arrowroot;3.531095546870028;0.47712125471966244
arrogance;3.5312233745330266;0.47712125471966244
arrange;3.5313511645830595;0.47712125471966244
april;3.531478917042255;0.47712125471966244
apprehended;3.531606631932722;0.47712125471966244
apprehend;3.5317343092765503;0.47712125471966244
applied;3.531861949095809;0.47712125471966244
applications;3.53198955141255;0.47712125471966244
application;3.532117116248804;0.47712125471966244
apart;3.532244643626582;0.47712125471966244
anne;3.5323721335678773;0.47712125471966244
animating;3.5324995860946626;0.47712125471966244
amongst;3.532627001228891;0.47712125471966244
alteration;3.5327543789924976;0.47712125471966244
allusion;3.5328817194073974;0.47712125471966244
alloy;3.5330090224954853;0.47712125471966244
allowances;3.533136288278639;0.47712125471966244
alive;3.5332635167787148;0.47712125471966244
alert;3.5333907080175515;0.47712125471966244
alacrity;3.5335178620169674;0.47712125471966244
airy;3.5336449787987627;0.47712125471966244
airs;3.533772058384718;0.47712125471966244
affectedly;3.5338991007965945;0.47712125471966244
advocate;3.534026106056135;0.47712125471966244
advanced;3.5341530741850624;0.47712125471966244
admiring;3.5342800052050816;0.47712125471966244
admirable;3.534406899137877;0.47712125471966244
addresses;3.5345337560051155;0.47712125471966244
actual;3.534660575828444;0.47712125471966244
acquired;3.5347873586294916;0.47712125471966244
accompany;3.534914104429867;0.47712125471966244
accidental;3.5350408132511606;0.47712125471966244
abrupt;3.535167485114944;0.47712125471966244
abilities;3.5352941200427703;0.47712125471966244
10,000;3.5354207180561734;0.47712125471966244
1;3.535547279176668;0.47712125471966244
youthful;3.53567380342575;0.3010299956639812
your's;3.5358002908248976;0.3010299956639812
younger;3.5359267413955693;0.3010299956639812
yielded;3.5360531551592045;0.3010299956639812
ye;3.536179532137225;0.3010299956639812
wretch;3.5363058723510337;0.3010299956639812
worlds;3.5364321758220134;0.3010299956639812
works;3.53655844257153;0.3010299956639812
worked;3.5366846726209302;0.3010299956639812
wore;3.5368108659915416;0.3010299956639812
wood;3.5369370227046737;0.3010299956639812
witty;3.537063142781617;0.3010299956639812
wittier;3.5371892262436444;0.3010299956639812
windy;3.53731527311201;0.3010299956639812
willingly;3.5374412834079476;0.3010299956639812
wilful;3.5375672571526753;0.3010299956639812
wife's;3.5376931943673906;0.3010299956639812
widower;3.537819095073274;0.3010299956639812
whence;3.5379449592914867;0.3010299956639812
welcoming;3.538070787043172;0.3010299956639812
welch;3.5381965783494542;0.3010299956639812
wednesday;3.53832233323144;0.3010299956639812
weariness;3.5384480517102173;0.3010299956639812
weakness;3.5385737338068557;0.3010299956639812
wavering;3.5386993795424067;0.3010299956639812
waste;3.5388249889379035;0.3010299956639812
warranty;3.5389505620143615;0.3010299956639812
warrant;3.5390760987927767;0.3010299956639812
warfare;3.539201599294128;0.3010299956639812
wander;3.539327063539375;0.3010299956639812
walnuts;3.539452491549461;0.3010299956639812
wall;3.539577883345309;0.3010299956639812
wainscot;3.5397032389478253;0.3010299956639812
vulgarity;3.539828558377898;0.3010299956639812
vouchsafe;3.5399538416563967;0.3010299956639812
vivacity;3.540079088804173;0.3010299956639812
visibly;3.5402042998420598;0.3010299956639812
visible;3.5403294747908736;0.3010299956639812
virtues;3.540454613671412;0.3010299956639812
violent;3.540579716504454;0.3010299956639812
village;3.5407047833107623;0.3010299956639812
viewed;3.54082981411108;0.3010299956639812
verses;3.540954808926133;0.3010299956639812
variously;3.541079767776629;0.3010299956639812
varieties;3.5412046906832586;0.3010299956639812
variation;3.5413295776666938;0.3010299956639812
vacant;3.541454428747589;0.3010299956639812
ushered;3.5415792439465807;0.3010299956639812
users;3.5417040232842885;0.3010299956639812
usage;3.5418287667813124;0.3010299956639812
urging;3.541953474458236;0.3010299956639812
urgent;3.5420781463356255;0.3010299956639812
urgency;3.5422027824340283;0.3010299956639812
urged;3.5423273827739745;0.3010299956639812
upstart;3.5424519473759766;0.3010299956639812
untainted;3.5425764762605296;0.3010299956639812
unsuspected;3.5427009694481106;0.3010299956639812
unsteadiness;3.5428254269591797;0.3010299956639812
unprepared;3.5429498488141786;0.3010299956639812
unperceived;3.543074235033532;0.3010299956639812
unmerited;3.5431985856376467;0.3010299956639812
unmanageable;3.543322900646912;0.3010299956639812
unheard;3.5434471800817002;0.3010299956639812
unhealthy;3.5435714239623652;0.3010299956639812
unhappiness;3.5436956323092446;0.3010299956639812
unfavourable;3.543819805142658;0.3010299956639812
undertaking;3.5439439424829065;0.3010299956639812
undertakes;3.5440680443502757;0.3010299956639812
underrated;3.5441921107650325;0.3010299956639812
unconsciously;3.5443161417474274;0.3010299956639812
unconscious;3.5444401373176926;0.3010299956639812
unconcerned;3.544564097496043;0.3010299956639812
unchecked;3.5446880223026773;0.3010299956639812
uncertain;3.544811911757776;0.3010299956639812
unattended;3.5449357658815024;0.3010299956639812
unable;3.5450595846940027;0.3010299956639812
umbrellas;3.5451833682154064;0.3010299956639812
trunk;3.545307116465824;0.3010299956639812
troubles;3.545430829465351;0.3010299956639812
trimming;3.545554507234065;0.3010299956639812
trimmed;3.5456781497920256;0.3010299956639812
trifles;3.545801757159276;0.3010299956639812
tribute;3.5459253293558426;0.3010299956639812
tremble;3.5460488664017342;0.3010299956639812
treat;3.5461723683169426;0.3010299956639812
treachery;3.5462958351214424;0.3010299956639812
transfer;3.5464192668351915;0.3010299956639812
transcribed;3.546542663478131;0.3010299956639812
tranquillised;3.5466660250701842;0.3010299956639812
trademark;3.5467893516312583;0.3010299956639812
tour;3.5469126431812423;0.3010299956639812
touching;3.54703589974001;0.3010299956639812
touches;3.5471591213274176;0.3010299956639812
tis;3.5472823079633033;0.3010299956639812
tippet;3.5474054596674898;0.3010299956639812
thy;3.547528576459782;0.3010299956639812
threw;3.5476516583599693;0.3010299956639812
threatening;3.5477747053878224;0.3010299956639812
thirteen;3.5478977175630972;0.3010299956639812
their's;3.548020694905531;0.3010299956639812
thankfully;3.5481436374348454;0.3010299956639812
texts;3.5482665451707454;0.3010299956639812
text;3.5483894181329183;0.3010299956639812
terribly;3.5485122563410356;0.3010299956639812
tenderest;3.5486350598147514;0.3010299956639812
tenaciously;3.5487578285737045;0.3010299956639812
temporary;3.548880562637515;0.3010299956639812
teacher;3.5490032620257876;0.3010299956639812
tart;3.5491259267581112;0.3010299956639812
tacitly;3.549248556854056;0.3010299956639812
swept;3.549371152333177;0.3010299956639812
swelling;3.5494937132150133;0.3010299956639812
sweetly;3.5496162395190853;0.3010299956639812
sweetest;3.549738731264899;0.3010299956639812
sweetbread;3.549861188471943;0.3010299956639812
suspiciously;3.5499836111596887;0.3010299956639812
suspicious;3.550105999347593;0.3010299956639812
surrender;3.550228353055094;0.3010299956639812
surprizes;3.5503506723016156;0.3010299956639812
surprising;3.5504729571065634;0.3010299956639812
surpass;3.550595207489328;0.3010299956639812
surmised;3.550717423469283;0.3010299956639812
suppers;3.550839605065785;0.3010299956639812
superseded;3.5509617522981762;0.3010299956639812
sung;3.55108386518578;0.3010299956639812
sunday;3.5512059437479064;0.3010299956639812
summons;3.551327988003846;0.3010299956639812
summon;3.5514499979728753;0.3010299956639812
suggestions;3.5515719736742537;0.3010299956639812
suggesting;3.551693915127225;0.3010299956639812
sufficed;3.5518158223510157;0.3010299956639812
suddenness;3.5519376953648374;0.3010299956639812
suckling's;3.5520595341878844;0.3010299956639812
successfully;3.5521813388393357;0.3010299956639812
subside;3.552303109338354;0.3010299956639812
submitting;3.5524248457040857;0.3010299956639812
submissive;3.5525465479556604;0.3010299956639812
subjection;3.552668216112193;0.3010299956639812
subduing;3.552789850192782;0.3010299956639812
stupidity;3.552911450216509;0.3010299956639812
stupidest;3.55303301620244;0.3010299956639812
studied;3.5531545481696254;0.3010299956639812
struggled;3.5532760461370994;0.3010299956639812
struggle;3.55339751012388;0.3010299956639812
striving;3.5535189401489697;0.3010299956639812
strike;3.553640336231354;0.3010299956639812
strictly;3.553761698390004;0.3010299956639812
stretching;3.5538830266438746;0.3010299956639812
stretch;3.554004321011903;0.3010299956639812
stray;3.554125581513013;0.3010299956639812
strawberry;3.5542468081661105;0.3010299956639812
stout;3.5543680009900878;0.3010299956639812
stores;3.554489160003819;0.3010299956639812
store;3.554610285226164;0.3010299956639812
stoops;3.5547313766759667;0.3010299956639812
stoop;3.5548524343720547;0.3010299956639812
stone;3.5549734583332397;0.3010299956639812
stomach;3.5550944485783194;0.3010299956639812
stake;3.555215405126073;0.3010299956639812
stain;3.5553363279952666;0.3010299956639812
stables;3.5554572172046495;0.3010299956639812
stable;3.555578072772955;0.3010299956639812
stability;3.555698894718901;0.3010299956639812
sport;3.5558196830611912;0.3010299956639812
splendour;3.5559404378185113;0.3010299956639812
specimens;3.5560611590095323;0.3010299956639812
sparkling;3.5561818466529114;0.3010299956639812
soothing;3.5563025007672873;0.3010299956639812
solace;3.556423121371285;0.3010299956639812
software;3.5565437084835145;0.3010299956639812
softening;3.5566642621225686;0.3010299956639812
snowed;3.5567847823070253;0.3010299956639812
sneering;3.5569052690554477;0.3010299956639812
smoothed;3.557025722386383;0.3010299956639812
slighting;3.5571461423183632;0.3010299956639812
sleep;3.557266528869904;0.3010299956639812
sketches;3.5573868820595074;0.3010299956639812
simply;3.5575072019056577;0.3010299956639812
simpleton;3.5576274884268266;0.3010299956639812
silver;3.5577477416414682;0.3010299956639812
signified;3.5578679615680224;0.3010299956639812
significantly;3.557988148224913;0.3010299956639812
significant;3.5581083016305497;0.3010299956639812
signed;3.5582284218033258;0.3010299956639812
sights;3.5583485087616196;0.3010299956639812
sighted;3.558468562523795;0.3010299956639812
sighed;3.5585885831081994;0.3010299956639812
sickness;3.558708570533166;0.3010299956639812
shrubs;3.5588285248170117;0.3010299956639812
shrubberies;3.5589484459780394;0.3010299956639812
shower;3.559068334034537;0.3010299956639812
show;3.5591881890047756;0.3010299956639812
shilling;3.5593080109070123;0.3010299956639812
shift;3.5594277997594896;0.3010299956639812
sheltered;3.5595475555804343;0.3010299956639812
shelter;3.5596672783880576;0.3010299956639812
sharp;3.5597869682005565;0.3010299956639812
sharing;3.5599066250361124;0.3010299956639812
shared;3.560026248912892;0.3010299956639812
shadow;3.5601458398490475;0.3010299956639812
shabby;3.5602653978627146;0.3010299956639812
serviceable;3.5603849229720157;0.3010299956639812
seriousness;3.5605044151950564;0.3010299956639812
sentimentally;3.56062387454993;0.3010299956639812
seizure;3.560743301054712;0.3010299956639812
seize;3.5608626947274646;0.3010299956639812
secretly;3.5609820555862353;0.3010299956639812
secondary;3.561101383649056;0.3010299956639812
seats;3.561220678933944;0.3010299956639812
screen;3.5613399414589013;0.3010299956639812
scrape;3.561459171241916;0.3010299956639812
scramble;3.5615783683009608;0.3010299956639812
score;3.5616975326539935;0.3010299956639812
scolded;3.5618166643189575;0.3010299956639812
scarce;3.561935763313781;0.3010299956639812
scanty;3.5620548296563785;0.3010299956639812
scale;3.5621738633646483;0.3010299956639812
saving;3.5622928644564746;0.3010299956639812
satisfies;3.5624118329497274;0.3010299956639812
satisfactorily;3.562530768862261;0.3010299956639812
sashed;3.5626496722119168;0.3010299956639812
salted;3.562768543016519;0.3010299956639812
sale;3.562887381293879;0.3010299956639812
sacrifices;3.5630061870617937;0.3010299956639812
rush;3.5631249603380444;0.3010299956639812
runs;3.563243701140398;0.3010299956639812
rumour;3.5633624094866074;0.3010299956639812
royalty;3.5634810853944106;0.3010299956639812
royalties;3.563599728881531;0.3010299956639812
roused;3.5637183399656776;0.3010299956639812
rouse;3.563836918664545;0.3010299956639812
romance;3.563955464995813;0.3010299956639812
risks;3.564073978977147;0.3010299956639812
riddles;3.564192460626198;0.3010299956639812
ridden;3.5643109099606027;0.3010299956639812
richly;3.5644293269979834;0.3010299956639812
richard;3.564547711755948;0.3010299956639812
reward;3.5646660642520893;0.3010299956639812
reverie;3.564784384503987;0.3010299956639812
revealed;3.564902672529205;0.3010299956639812
retreated;3.5650209283452936;0.3010299956639812
resuming;3.5651391519697895;0.3010299956639812
resulting;3.5652573434202135;0.3010299956639812
restraints;3.5653755027140734;0.3010299956639812
restrained;3.5654936298688624;0.3010299956639812
restless;3.5656117249020585;0.3010299956639812
rested;3.565729787831127;0.3010299956639812
respecting;3.5658478186735176;0.3010299956639812
respectful;3.5659658174466666;0.3010299956639812
respected;3.5660837841679958;0.3010299956639812
resisted;3.566201718854913;0.3010299956639812
resigned;3.566319621524811;0.3010299956639812
residing;3.56643749219507;0.3010299956639812
rescue;3.566555330883055;0.3010299956639812
requiring;3.5666731376061165;0.3010299956639812
reprobating;3.5667909123815917;0.3010299956639812
repressed;3.5669086552268032;0.3010299956639812
reports;3.56702636615906;0.3010299956639812
replying;3.5671440451956573;0.3010299956639812
replies;3.5672616923538745;0.3010299956639812
replete;3.5673793076509788;0.3010299956639812
repetitions;3.5674968911042226;0.3010299956639812
repentance;3.5676144427308447;0.3010299956639812
repeating;3.567731962548069;0.3010299956639812
renewing;3.5678494505731067;0.3010299956639812
remonstrance;3.567966906823154;0.3010299956639812
reminding;3.568084331315394;0.3010299956639812
remind;3.568201724066995;0.3010299956639812
remembrances;3.5683190850951116;0.3010299956639812
remembering;3.5684364144168854;0.3010299956639812
relating;3.5685537120494426;0.3010299956639812
relates;3.5686709780098966;0.3010299956639812
rejoined;3.568788212315347;0.3010299956639812
regards;3.5689054149828787;0.3010299956639812
regardless;3.5690225860295635;0.3010299956639812
refusing;3.5691397254724593;0.3010299956639812
refreshment;3.5692568333286103;0.3010299956639812
refreshing;3.569373909615046;0.3010299956639812
